id_c3lab,role,name,id_publicwhip,constituency,party,screen_name,screen_name_cand,screen_name_list,brexit,leave_%
198,mp,George Kerevan,uk.org.publicwhip/person/25325,East Lothian,Scottish National Party,georgekerevan,georgekerevan,georgekerevan,Remain,#N/A
199,mp,Kirsten Oswald,uk.org.publicwhip/person/25294,East Renfrewshire,Scottish National Party,kirstenoswald,kirstenoswald,kirstenoswald,Remain,#N/A
200,mp,Sam Gyimah,uk.org.publicwhip/person/24789,East Surrey,Conservative,samgyimah,samgyimah,samgyimah,Remain,52.25
201,mp,Tim Loughton,uk.org.publicwhip/person/10371,East Worthing and Shoreham,Conservative,timloughton,timloughton,timloughton,Leave,59.22
202,mp,Greg Knight,uk.org.publicwhip/person/11026,East Yorkshire,Conservative,gregknightmp,gregknightmp,gregknightmp,Leave,61.84
203,mp,Caroline Ansell,uk.org.publicwhip/person/25335,Eastbourne,Conservative,caroline_ansell,caroline_ansell,caroline_ansell,Leave,56.34
204,mp,Mims Davies,uk.org.publicwhip/person/25330,Eastleigh,Conservative,mimsdavies,mimsdavies,mimsdavies,Leave,57.19
205,mp,Antoinette Sandbach,uk.org.publicwhip/person/25363,Eddisbury,Conservative,asandbachmp,,asandbachmp,Remain,53.45
206,mp,Tommy Sheppard,uk.org.publicwhip/person/25341,Edinburgh East,Scottish National Party,tommysheppard,,tommysheppard,Remain,28
207,mp,Deidre Brock,uk.org.publicwhip/person/25336,Edinburgh North and Leith,Scottish National Party,deidrebrock,,deidrebrock,Remain,22
208,mp,Ian Murray,uk.org.publicwhip/person/24872,Edinburgh South,Labour,ianmurraymp,,ianmurraymp,Remain,22
209,mp,Joanna Cherry,uk.org.publicwhip/person/25404,Edinburgh South West,Scottish National Party,joannaccherry,,joannaccherry,Remain,28
210,mp,Michelle Thomson,uk.org.publicwhip/person/25352,Edinburgh West,Independent,michellethomson,,michellethomson,Remain,29
211,mp,Kate Osamor,uk.org.publicwhip/person/25365,Edmonton,Labour,kateosamor,kateosamor,kateosamor,Remain,53.62
212,mp,Justin Madders,uk.org.publicwhip/person/25378,Ellesmere Port and Neston,Labour,justinmadders,,justinmadders,Remain,59.31
213,mp,Alec Shelbrooke,uk.org.publicwhip/person/24893,Elmet and Rothwell,Conservative,alecshelbrooke,alecshelbrooke,alecshelbrooke,Remain,59.94
214,mp,Clive Efford,uk.org.publicwhip/person/10185,Eltham,Labour,cliveefford,cliveefford,cliveefford,Remain,53.27
215,mp,Joan Ryan,uk.org.publicwhip/person/10523,Enfield North,Labour,joanryanenfield,joanryanenfield,joanryanenfield,Remain,53.02
216,mp,David Burrowes,uk.org.publicwhip/person/11573,"Enfield, Southgate",Conservative,davidburrowesmp,,davidburrowesmp,Leave,42.63
217,mp,Mrs Eleanor Laing,uk.org.publicwhip/person/10348,Epping Forest,Conservative,eleanorlaingmp,eleanor4epping,"eleanorlaingmp,eleanor4epping",Unknown,57.12
218,mp,Chris Grayling,uk.org.publicwhip/person/10920,Epsom and Ewell,Conservative,commonsleader,,commonsleader,Leave,46.4
219,mp,Maggie Throup,uk.org.publicwhip/person/25371,Erewash,Conservative,mthroup,mthroup,mthroup,Remain,66.14
220,mp,Teresa Pearce,uk.org.publicwhip/person/24956,Erith and Thamesmead,Labour,tpearce003,tpearce003,tpearce003,Remain,52.4
221,mp,Dominic Raab,uk.org.publicwhip/person/24815,Esher and Walton,Conservative,,,,Leave,39.16
222,mp,Ben Bradshaw,uk.org.publicwhip/person/10061,Exeter,Labour,benpbradshaw,benpbradshaw,benpbradshaw,Remain,45.88
223,mp,John Mc Nally,uk.org.publicwhip/person/25271,Falkirk,Scottish National Party,johnmcnallymp,johnny4falkirk,"johnmcnallymp,johnny4falkirk",Remain,#N/A
224,mp,Suella Fernandes,uk.org.publicwhip/person/25272,Fareham,Conservative,suellafernandes,suellafernandes,suellafernandes,Leave,54.54
225,mp,Helen Whately,uk.org.publicwhip/person/25398,Faversham and Mid Kent,Conservative,helen_whately,,helen_whately,Remain,58.58
226,mp,Seema Malhotra,uk.org.publicwhip/person/25150,Feltham and Heston,Labour,seemamalhotra1,seemamalhotra1,seemamalhotra1,Remain,53.73
227,mp,Tom Elliott,uk.org.publicwhip/person/13781,Fermanagh and South Tyrone,Ulster Unionist Party,telliott_uup,,telliott_uup,Leave,41.48
228,mp,Jack Lopresti,uk.org.publicwhip/person/24716,Filton and Bradley Stoke,Conservative,jackloprestimp,jackloprestimp,jackloprestimp,Leave,51.25
229,mp,Mike Freer,uk.org.publicwhip/person/24934,Finchley and Golders Green,Conservative,mikefreermp,mikefreermp,mikefreermp,Remain,32.54
230,mp,Damian Collins,uk.org.publicwhip/person/24744,Folkestone and Hythe,Conservative,damiancollins,damiancollins,damiancollins,Remain,60.78
231,mp,Mark Harper,uk.org.publicwhip/person/11588,Forest of Dean,Conservative,mark_j_harper,mark_j_harper,mark_j_harper,Remain,58.37
232,mp,Mark Durkan,uk.org.publicwhip/person/11589,Foyle,Social Democratic and Labour Party,markdurkan,,markdurkan,Remain,21.74
233,mp,Mark Menzies,uk.org.publicwhip/person/24804,Fylde,Conservative,,,,Remain,54.93
234,mp,Edward Leigh,uk.org.publicwhip/person/10352,Gainsborough,Conservative,edwardleighmp,edwardleighmp,edwardleighmp,Leave,58.33
235,mp,Maria Eagle,uk.org.publicwhip/person/10183,Garston and Halewood,Labour,meaglemp,meaglemp,meaglemp,Remain,56.27
236,mp,Ian Mearns,uk.org.publicwhip/person/24919,Gateshead,Labour,ianmearnsmp,ianmearnsmp,ianmearnsmp,Remain,60.5
237,mp,Vernon Coaker,uk.org.publicwhip/person/10121,Gedling,Labour,vernon_coaker,vernon_coakermp,"vernon_coaker,vernon_coakermp",Remain,57.9
238,mp,Rehman Chishti,uk.org.publicwhip/person/24920,Gillingham and Rainham,Conservative,rehman_chishti,rehman_chishti,rehman_chishti,Leave,62.79
239,mp,Alison Thewliss,uk.org.publicwhip/person/25327,Glasgow Central,Scottish National Party,alisonthewliss,alisonthewliss,alisonthewliss,Remain,29
240,mp,Natalie McGarry,uk.org.publicwhip/person/25303,Glasgow East,Independent,nataliemcgarry,,nataliemcgarry,Remain,44
241,mp,Patrick Grady,uk.org.publicwhip/person/25299,Glasgow North,Scottish National Party,gradysnp,gradysnp,gradysnp,Remain,22
242,mp,Anne McLaughlin,uk.org.publicwhip/person/14146,Glasgow North East,Scottish National Party,annemclaughlin,annemclaughlin,annemclaughlin,Remain,41
243,mp,Carol Monaghan,uk.org.publicwhip/person/25406,Glasgow North West,Scottish National Party,cmonaghanmp,carol4glanw,"cmonaghanmp,carol4glanw",Remain,31
244,mp,Stewart Malcolm McDonald,uk.org.publicwhip/person/25322,Glasgow South,Scottish National Party,stewartmcdonald,stewartmcdonald,stewartmcdonald,Remain,28
245,mp,Chris Stephens,uk.org.publicwhip/person/25306,Glasgow South West,Scottish National Party,chrisstephens,cstephenssnp,"chrisstephens,cstephenssnp",Remain,41
246,mp,Peter Grant,uk.org.publicwhip/person/25273,Glenrothes,Scottish National Party,petergrantmp,glencentfifesnp,"petergrantmp,glencentfifesnp",Remain,#N/A
247,mp,Richard Graham,uk.org.publicwhip/person/24921,Gloucester,Conservative,richardgrahammp,richardgrahammp,richardgrahammp,Remain,56.14
248,mp,Alex Salmond,uk.org.publicwhip/person/10525,Gordon,Scottish National Party,alexsalmond,alexsalmond,alexsalmond,Remain,#N/A
249,mp,Caroline Dinenage,uk.org.publicwhip/person/24873,Gosport,Conservative,cj_dinenage,cj_dinenage,cj_dinenage,Remain,59.71
250,mp,Byron Davies,uk.org.publicwhip/person/25355,Gower,Conservative,byron_davies,byron_davies,byron_davies,Remain,47.06
251,mp,Nick Boles,uk.org.publicwhip/person/24766,Grantham and Stamford,Conservative,nickbolesmp,nickbolesmp,nickbolesmp,Remain,59.89
252,mp,Adam Holloway,uk.org.publicwhip/person/11599,Gravesham,Conservative,adamhollowaymp,adamhollowaymp,adamhollowaymp,Leave,62.53
253,mp,Melanie Onn,uk.org.publicwhip/person/25317,Great Grimsby,Labour,onnmel,onnmel,onnmel,Remain,67.2
254,mp,Brandon Lewis,uk.org.publicwhip/person/24879,Great Yarmouth,Conservative,brandonlewis,brandonlewis,brandonlewis,Remain,69.03
255,mp,Matthew Pennycook,uk.org.publicwhip/person/25379,Greenwich and Woolwich,Labour,mtpennycook,mtpennycook,mtpennycook,Remain,34.91
256,mp,Anne Milton,uk.org.publicwhip/person/11603,Guildford,Conservative,annemiltonmp,annemiltonmp,annemiltonmp,Unknown,38.71
257,mp,Diane Abbott,uk.org.publicwhip/person/10001,Hackney North and Stoke Newington,Labour,hackneyabbott,hackneyabbott,hackneyabbott,Remain,29.77
258,mp,Meg Hillier,uk.org.publicwhip/person/11605,Hackney South and Shoreditch,Labour,meg_hilliermp,meg_hilliermp,meg_hilliermp,Remain,29.38
259,mp,James Morris,uk.org.publicwhip/person/24855,Halesowen and Rowley Regis,Conservative,jamesmorrishrr,jamesmorrismp,"jamesmorrishrr,jamesmorrismp",Remain,65.82
260,mp,Holly Lynch,uk.org.publicwhip/person/25434,Halifax,Labour,hollylynch5,hollylynch5,hollylynch5,Remain,61.66
261,mp,David Davis,uk.org.publicwhip/person/10162,Haltemprice and Howden,Conservative,daviddavismp,,daviddavismp,Leave,54.63
262,mp,Derek Twigg,uk.org.publicwhip/person/10610,Halton,Labour,derektwiggmp,derektwiggmp,derektwiggmp,Remain,63.7
263,mp,Andy Slaughter,uk.org.publicwhip/person/11559,Hammersmith,Labour,hammersmithandy,hammersmithandy,hammersmithandy,Remain,26.78
264,mp,Tulip Siddiq,uk.org.publicwhip/person/25344,Hampstead and Kilburn,Labour,tulipsiddiq,tulipsiddiq,tulipsiddiq,Remain,22.62
265,mp,Edward Garnier,uk.org.publicwhip/person/10221,Harborough,Conservative,egarniermp,ehgarnier,"egarniermp,ehgarnier",Remain,55.93
266,mp,Robert Halfon,uk.org.publicwhip/person/24784,Harlow,Conservative,halfon4harlowmp,halfon4harlowmp,halfon4harlowmp,Remain,62.53
267,mp,Andrew Jones,uk.org.publicwhip/person/24758,Harrogate and Knaresborough,Conservative,ajonesmp,andrewjonesmp,"ajonesmp,andrewjonesmp",Remain,48.59
268,mp,Bob Blackman,uk.org.publicwhip/person/24945,Harrow East,Conservative,bobblackmanmp,votebobblackman,"bobblackmanmp,votebobblackman",Leave,49.45
269,mp,Gareth Thomas,uk.org.publicwhip/person/10594,Harrow West,Labour,gareththomasmp,gareththomasmp,gareththomasmp,Remain,40.86
270,mp,Iain Wright,uk.org.publicwhip/person/11362,Hartlepool,Labour,iainwrightmp,iainwrightmp,iainwrightmp,Remain,63.49
271,mp,Bernard Jenkin,uk.org.publicwhip/person/10312,Harwich and North Essex,Conservative,bernardjenkin,bernardjenkin,bernardjenkin,Leave,59.07
272,mp,Amber Rudd,uk.org.publicwhip/person/24795,Hastings and Rye,Conservative,amberrudd_mp,amberruddmp,"amberrudd_mp,amberruddmp",Remain,57.12
273,mp,Alan Mak,uk.org.publicwhip/person/25285,Havant,Conservative,alanmakmp,alanmak4mp,"alanmakmp,alanmak4mp",Remain,62.62
274,mp,John McDonnell,uk.org.publicwhip/person/10383,Hayes and Harlington,Labour,johnmcdonnellmp,johnmcdonnellmp,johnmcdonnellmp,Remain,56.11
275,mp,William Wragg,uk.org.publicwhip/person/25360,Hazel Grove,Conservative,william_wragg,william_wragg,william_wragg,Leave,54.66
276,mp,Mike Penning,uk.org.publicwhip/person/11626,Hemel Hempstead,Conservative,,,,Leave,54.31
277,mp,Jon Trickett,uk.org.publicwhip/person/10604,Hemsworth,Labour,jon_trickett,jon_trickett,jon_trickett,Remain,67.32
278,mp,Matthew Offord,uk.org.publicwhip/person/24955,Hendon,Conservative,offord4hendon,hendonmp,"offord4hendon,hendonmp",Leave,44.06
279,mp,John Howell,uk.org.publicwhip/person/14131,Henley,Conservative,johnhowellmp,johnhowellmp,johnhowellmp,Remain,45.11
280,mp,Jesse Norman,uk.org.publicwhip/person/24827,Hereford and South Herefordshire,Conservative,jesse_norman,jesse_norman,jesse_norman,Unknown,57.76
281,mp,Mark Prisk,uk.org.publicwhip/person/11172,Hertford and Stortford,Conservative,priskmark,priskmark,priskmark,Remain,49.15
282,mp,Oliver Dowden,uk.org.publicwhip/person/25323,Hertsmere,Conservative,,,,Remain,50.56
283,mp,Guy Opperman,uk.org.publicwhip/person/24962,Hexham,Conservative,guyopperman,guyoppermanmp,"guyopperman,guyoppermanmp",Remain,48.88
284,mp,Liz McInnes,uk.org.publicwhip/person/25230,Heywood and Middleton,Labour,lizmcinnesmp,lizmcinnesmp,lizmcinnesmp,Remain,60.8
285,mp,Andrew Bingham,uk.org.publicwhip/person/24748,High Peak,Conservative,highpeakandrew,highpeakandrew,highpeakandrew,Leave,52.96
286,mp,Peter Lilley,uk.org.publicwhip/person/10362,Hitchin and Harpenden,Conservative,lilleypeter,lilleypeter,lilleypeter,Leave,38.34
287,mp,Keir Starmer,uk.org.publicwhip/person/25353,Holborn and St Pancras,Labour,keir_starmer,keir_starmer,keir_starmer,Remain,25.92
288,mp,Angela Watkinson,uk.org.publicwhip/person/11308,Hornchurch and Upminster,Conservative,angelawatkinson,,angelawatkinson,Remain,67.62
289,mp,Catherine West,uk.org.publicwhip/person/25328,Hornsey and Wood Green,Labour,catherinewest1,catherinewest1,catherinewest1,Remain,21.68
290,mp,Jeremy Quin,uk.org.publicwhip/person/25417,Horsham,Conservative,,,,Remain,52.43
291,mp,Bridget Phillipson,uk.org.publicwhip/person/24709,Houghton and Sunderland South,Labour,bphillipsonmp,bphillipsonmp,bphillipsonmp,Remain,66.3
292,mp,Peter Kyle,uk.org.publicwhip/person/25418,Hove,Labour,peterkyle,peterkyle,peterkyle,Remain,37.21
293,mp,Barry Sheerman,uk.org.publicwhip/person/10534,Huddersfield,Labour,barrysheerman,barrysheerman,barrysheerman,Remain,53.9
294,mp,Jonathan Djanogly,uk.org.publicwhip/person/10854,Huntingdon,Conservative,jdjanogly,jdjanogly,jdjanogly,Remain,54.7
295,mp,Graham Jones,uk.org.publicwhip/person/24835,Hyndburn,Labour,grahamjones_mp,grahamjones_mp,grahamjones_mp,Remain,60.48
296,mp,Wes Streeting,uk.org.publicwhip/person/25320,Ilford North,Labour,wesstreeting,wesstreeting,wesstreeting,Remain,51.4
297,mp,Mike Gapes,uk.org.publicwhip/person/10219,Ilford South,Labour,mikegapes,mikegapes,mikegapes,Remain,42.88
298,mp,Ronnie Cowan,uk.org.publicwhip/person/25288,Inverclyde,Scottish National Party,ronniecowan,ronniecowan,ronniecowan,Remain,#N/A
299,mp,Drew Hendry,uk.org.publicwhip/person/25382,"Inverness, Nairn, Badenoch and Strathspey",Scottish National Party,drewhendrysnp,,drewhendrysnp,Remain,#N/A
300,mp,Ben Gummer,uk.org.publicwhip/person/24922,Ipswich,Conservative,ben4ipswich,ben4ipswich,ben4ipswich,Remain,57.52
301,mp,Andrew Turner,uk.org.publicwhip/person/11291,Isle of Wight,Conservative,theislandsmp,theislandsmp,theislandsmp,Leave,59.58
302,mp,Jeremy Corbyn,uk.org.publicwhip/person/10133,Islington North,Labour,jeremycorbyn,jeremycorbyn,jeremycorbyn,Remain,24.3
303,mp,Emily Thornberry,uk.org.publicwhip/person/11656,Islington South and Finsbury,Labour,emilythornberry,emilythornberry,emilythornberry,Remain,29.8
304,mp,Christopher Evans,uk.org.publicwhip/person/24721,Islwyn,Labour,chrisevansmp,,chrisevansmp,Remain,61.41
305,mp,Stephen Hepburn,uk.org.publicwhip/person/10274,Jarrow,Labour,jarrowstevemp,jarrowstevemp,jarrowstevemp,Remain,62.91
306,mp,Kris Hopkins,uk.org.publicwhip/person/24923,Keighley,Conservative,,krishopkins2015,krishopkins2015,Remain,55.82
307,mp,Jeremy Wright,uk.org.publicwhip/person/11791,Kenilworth and Southam,Conservative,,,,Remain,49.48
308,mp,Victoria Borwick,uk.org.publicwhip/person/25311,Kensington,Conservative,backborwick,,backborwick,Leave,23.06
309,mp,Philip Hollobone,uk.org.publicwhip/person/11661,Kettering,Conservative,,,,Leave,59.87
310,mp,Alan Brown,uk.org.publicwhip/person/25268,Kilmarnock and Loudoun,Scottish National Party,alanbrownsnp,,alanbrownsnp,Remain,#N/A
311,mp,James Berry,uk.org.publicwhip/person/25312,Kingston and Surbiton,Conservative,jamesberrymp,votejamesberry,"jamesberrymp,votejamesberry",Remain,40.39
312,mp,Karl Turner,uk.org.publicwhip/person/24767,Kingston upon Hull East,Labour,karlturnermp,karlturnermp,karlturnermp,Remain,68.74
313,mp,Diana Johnson,uk.org.publicwhip/person/11647,Kingston upon Hull North,Labour,dianajohnsonmp,dianajohnsonmp,dianajohnsonmp,Remain,55.14
314,mp,Alan Johnson,uk.org.publicwhip/person/10314,Kingston upon Hull West and Hessle,Labour,,,,Remain,64.84
315,mp,Chris Skidmore,uk.org.publicwhip/person/24713,Kingswood,Conservative,cskidmoremp,chrisskidmoremp,"cskidmoremp,chrisskidmoremp",Remain,60.63
316,mp,Roger Mullin,uk.org.publicwhip/person/25286,Kirkcaldy and Cowdenbeath,Scottish National Party,rogmull,rogmull,rogmull,Remain,#N/A
317,mp,George Howarth,uk.org.publicwhip/person/10292,Knowsley,Labour,,,,Remain,62.49
318,mp,Jeffrey Donaldson,uk.org.publicwhip/person/10172,Lagan Valley,Democratic Unionist Party,j_donaldson_mp,,j_donaldson_mp,Leave,53.09
319,mp,Angela Crawley,uk.org.publicwhip/person/25295,Lanark and Hamilton East,Scottish National Party,angelacrawleymp,crawleyangela,"angelacrawleymp,crawleyangela",Remain,#N/A
320,mp,Cat Smith,uk.org.publicwhip/person/25432,Lancaster and Fleetwood,Labour,catsmithmp,cateysmith,"catsmithmp,cateysmith",Remain,48.21
321,mp,Hilary Benn,uk.org.publicwhip/person/10669,Leeds Central,Labour,hilarybennmp,hilarybennmp,hilarybennmp,Remain,48.74
322,mp,Richard Burgon,uk.org.publicwhip/person/25391,Leeds East,Labour,richardburgon,richardburgon,richardburgon,Remain,63.66
323,mp,Fabian Hamilton,uk.org.publicwhip/person/10256,Leeds North East,Labour,,fabianhamilton,fabianhamilton,Remain,39.45
324,mp,Greg Mulholland,uk.org.publicwhip/person/11672,Leeds North West,Liberal Democrat,gregmulholland1,gregmulholland1,gregmulholland1,Remain,36.56
325,mp,Rachel Reeves,uk.org.publicwhip/person/24851,Leeds West,Labour,rachelreevesmp,rachelreevesmp,rachelreevesmp,Remain,56.24
326,mp,Keith Vaz,uk.org.publicwhip/person/10614,Leicester East,Labour,keith4leicester,keith_vazmp,"keith4leicester,keith_vazmp",Remain,58.5
327,mp,Jonathan Ashworth,uk.org.publicwhip/person/25120,Leicester South,Labour,jonashworth,jonashworth,jonashworth,Remain,47.3
328,mp,Liz Kendall,uk.org.publicwhip/person/24816,Leicester West,Labour,leicesterliz,leicesterliz,leicesterliz,Remain,55.85
329,mp,Andy Burnham,uk.org.publicwhip/person/10766,Leigh,Labour,andyburnhammp,andyburnhammp,andyburnhammp,Remain,60.95
330,mp,Maria Caulfield,uk.org.publicwhip/person/25397,Lewes,Conservative,mariacaulfield,mariacaulfield,mariacaulfield,Leave,49.89
332,mp,Heidi Alexander,uk.org.publicwhip/person/24953,Lewisham East,Labour,heidi_mp,heidi_mp,heidi_mp,Remain,42.54
333,mp,Jim Dowd,uk.org.publicwhip/person/10176,Lewisham West and Penge,Labour,,,,Remain,38.37
331,mp,Vicky Foxcroft,uk.org.publicwhip/person/25380,"Lewisham, Deptford",Labour,vickyfoxcroft,,vickyfoxcroft,Remain,29.95
334,mp,John Cryer,uk.org.publicwhip/person/10143,Leyton and Wanstead,Labour,johncryermp,johncryermp,johncryermp,Leave,40.11
335,mp,Michael Fabricant,uk.org.publicwhip/person/10193,Lichfield,Conservative,mike_fabricant,mike_fabricant,mike_fabricant,Leave,56.39
336,mp,Karl McCartney,uk.org.publicwhip/person/24790,Lincoln,Conservative,karlmccartney,karlmccartney,karlmccartney,Leave,53.78
337,mp,Martyn Day,uk.org.publicwhip/person/25307,Linlithgow and East Falkirk,Scottish National Party,martyndaysnp,martynday4mp,"martyndaysnp,martynday4mp",Remain,#N/A
338,mp,Mrs Louise Ellman,uk.org.publicwhip/person/10186,"Liverpool, Riverside",Labour,louiseellman,,louiseellman,Remain,35.07
339,mp,Steve Rotheram,uk.org.publicwhip/person/24935,"Liverpool, Walton",Labour,stevemetromayor,steve4lcrmayor,"steve4lcrmayor,stevemetromayor",Remain,61.34
340,mp,Luciana Berger,uk.org.publicwhip/person/24924,"Liverpool, Wavertree",Labour,lucianaberger,,lucianaberger,Remain,44.01
341,mp,Stephen Twigg,uk.org.publicwhip/person/10611,"Liverpool, West Derby",Labour,stephentwigg,,stephentwigg,Remain,58.53
342,mp,Hannah Bardell,uk.org.publicwhip/person/25409,Livingston,Scottish National Party,hannahb4livimp,hannahb4livimp,hannahb4livimp,Remain,#N/A
343,mp,Nia Griffith,uk.org.publicwhip/person/11692,Llanelli,Labour,niagriffithmp,niagriffithmp,niagriffithmp,Remain,56.43
344,mp,Nicky Morgan,uk.org.publicwhip/person/24732,Loughborough,Conservative,nickymorgan01,nickymorgan01,nickymorgan01,Remain,49.42
345,mp,Victoria Atkins,uk.org.publicwhip/person/25424,Louth and Horncastle,Conservative,,vmatkins,vmatkins,Remain,65.59
346,mp,Philip Dunne,uk.org.publicwhip/person/11696,Ludlow,Conservative,dunne4ludlow,philipdunnemp,"dunne4ludlow,philipdunnemp",Remain,58.03
347,mp,Kelvin Hopkins,uk.org.publicwhip/person/10288,Luton North,Labour,,,,Leave,56.29
348,mp,Gavin Shuker,uk.org.publicwhip/person/24847,Luton South,Labour,gavinshuker,gavinshuker,gavinshuker,Remain,53.07
349,mp,David Rutley,uk.org.publicwhip/person/24820,Macclesfield,Conservative,davidrutleymp,davidrutleymp,davidrutleymp,Remain,47.66
350,mp,Theresa May,uk.org.publicwhip/person/10426,Maidenhead,Conservative,,,,Remain,44.61
351,mp,Mrs Helen Grant,uk.org.publicwhip/person/24796,Maidstone and The Weald,Conservative,helengrantmp,helengrantmp,helengrantmp,Remain,55.7
